packet_rate,avg_latency,byte_rate,flow_count,tcp_ratio,udp_ratio,icmp_ratio,congested
259.3159,10.5961,37010.9849,19,0.7522,0.1077,0.1401,0
224.1125,10.2697,45000.0731,9,0.7998,0.0668,0.1334,0
1580.8486,80.5299,149900.1597,99,0.8165,0.0949,0.0887,1
66.4422,7.8376,36989.4386,10,0.7984,0.2016,0.0,0
539.3508,181.2365,273434.083,83,0.7188,0.0647,0.2165,1
56.9169,4.5194,49299.8209,13,0.7181,0.2714,0.0105,0
706.3684,438.2409,360222.1548,91,0.6414,0.1384,0.2202,1
123.9292,3.6579,13917.8818,12,0.5867,0.2483,0.165,0
1454.5476,98.141,193765.2516,36,0.7391,0.1692,0.0916,1
37.6525,1.1834,4009.6945,6,0.6247,0.3537,0.0216,0
80.573,8.2076,16226.3046,10,0.5996,0.0712,0.3292,0
203.8633,19.4485,42038.8656,10,0.7413,0.2335,0.0253,0
42.8951,10.1313,14989.5045,6,0.7856,0.1703,0.0441,0
123.5201,28.0436,2612.0999,9,0.6774,0.0618,0.2608,0
1169.2718,225.8091,93376.0334,50,0.8632,0.1368,0.0,1
211.2192,24.7541,11552.8476,19,0.8361,0.1639,0.0,0
127.5281,8.0509,49164.1972,9,0.6106,0.1281,0.2613,0
707.8149,156.1681,297757.829,61,0.8259,0.1741,0.0,1
143.2687,23.7295,3736.3423,5,0.7965,0.1144,0.0892,0
280.1509,13.408,37545.0747,1,0.8247,0.1399,0.0355,0
278.044,13.0824,15179.3488,12,0.6734,0.3266,0.0,0
62.2903,14.5943,14369.1737,6,0.8589,0.1411,0.0,0
107.4777,32.1899,25185.0632,1,0.5823,0.1928,0.2249,0
60.4097,35.2834,1943.6052,13,0.8676,0.0818,0.0506,0
1149.5103,238.4955,482843.9719,15,0.634,0.0044,0.3616,1
588.1689,455.7653,229104.519,46,0.8171,0.1204,0.0626,1
291.6941,21.6747,14990.9583,17,0.76,0.24,0.0,0
169.388,7.1707,46106.4751,3,0.8847,0.1153,0.0,0
123.2406,16.8161,40366.0268,3,0.88,0.12,0.0,0
278.4942,7.2813,48534.8457,10,0.6176,0.1123,0.27,0
1627.4115,324.6152,310727.3018,39,0.9369,0.0631,0.0,1
135.307,27.9738,567.7999,1,0.5533,0.3875,0.0592,0
13.9954,21.7666,42100.405,5,0.8033,0.0738,0.1229,0
106.1245,42.146,43842.176,16,0.8538,0.1462,0.0,0
203.8898,27.2463,12310.8334,4,0.5248,0.2529,0.2224,0
1362.3207,146.0751,316452.8268,88,0.8532,0.1468,0.0,1
1778.3332,467.5698,332189.6859,40,0.8529,0.0071,0.14,1
41.9466,49.986,23444.0355,12,0.5467,0.3753,0.0781,0
1027.9006,407.4218,256475.0935,50,0.9573,0.0427,0.0,1
202.8221,33.0967,5018.9409,4,0.7131,0.2869,0.0,0
199.3884,39.9355,4422.07,17,0.8274,0.0832,0.0894,0
260.1187,30.7414,41065.923,11,0.8727,0.1114,0.0158,0
245.1535,20.7391,17227.2503,15,0.6438,0.2222,0.134,0
143.9444,4.1078,44837.2189,7,0.8668,0.0777,0.0555,0
1037.6033,440.9232,157122.2065,66,0.9353,0.0647,0.0,1
277.493,29.3129,44137.1503,7,0.8104,0.1896,0.0,0
1317.0671,258.8361,273341.91,58,0.773,0.1421,0.0849,1
42.0706,11.4123,8072.073,18,0.7691,0.2181,0.0128,0
19.5316,43.1328,24133.329,1,0.666,0.3277,0.0063,0
637.0748,246.803,86363.2398,68,0.6996,0.2266,0.0738,1
157.0031,30.0586,41291.1541,4,0.8061,0.1939,0.0,0
456.9129,238.8881,147097.5607,55,0.9484,0.0516,0.0,1
27.5829,41.8353,15525.961,19,0.7468,0.1558,0.0975,0
1189.6595,192.0173,271560.7127,48,0.6852,0.0261,0.2887,1
1907.9507,166.7484,116762.5834,58,0.7068,0.2854,0.0079,1
116.2373,22.5898,22275.2152,14,0.7063,0.1378,0.1559,0
632.3936,426.5545,317650.312,34,0.7777,0.2021,0.0203,1
50.1275,31.6777,9865.5742,14,0.5858,0.3286,0.0856,0
180.3813,17.9057,34114.6097,16,0.6246,0.315,0.0604,0
268.6915,10.2363,38552.4889,5,0.8269,0.1731,0.0,0
152.7057,46.0291,41704.8194,16,0.5458,0.0674,0.3868,0
261.1819,20.7958,11504.7157,1,0.753,0.247,0.0,0
22.9832,40.0089,11908.2795,8,0.8991,0.1009,0.0,0
196.2904,17.9463,4321.675,8,0.548,0.3215,0.1305,0
123.537,3.2745,39852.7898,13,0.8006,0.1994,0.0,0
273.8398,35.6704,12750.5376,10,0.5306,0.2967,0.1727,0
117.5646,35.9145,10677.4736,15,0.8569,0.1431,0.0,0
1583.5193,434.5591,431341.2717,18,0.8712,0.1288,0.0,1
662.3222,219.0393,381808.4611,72,0.657,0.0706,0.2724,1
842.7102,412.6805,106966.8261,22,0.7353,0.0118,0.2529,1
1899.4417,291.6809,137530.539,47,0.8287,0.1713,0.0,1
48.9664,2.4947,28219.7337,9,0.7673,0.2327,0.0,0
56.5979,42.712,40800.1019,7,0.7818,0.2182,0.0,0
1638.8012,190.2415,339933.9066,48,0.8104,0.1491,0.0405,1
121.4019,40.3134,12994.7639,11,0.8637,0.1363,0.0,0
131.9647,35.6394,31243.8387,17,0.5588,0.1757,0.2654,0
263.7812,33.8479,45672.9459,2,0.5746,0.3733,0.0521,0
267.153,14.5375,36753.1532,8,0.7213,0.1031,0.1755,0
156.4945,6.185,23166.6035,16,0.7675,0.0691,0.1633,0
446.5516,278.8958,167782.9802,42,0.902,0.098,0.0,1
292.4918,32.9623,33213.4994,7,0.6494,0.1849,0.1657,0
58.6329,11.3962,21772.254,10,0.6453,0.2027,0.1519,0
81.5757,5.8661,41724.6501,5,0.8759,0.1241,0.0,0
23.2073,47.8225,9908.8964,5,0.8418,0.1582,0.0,0
67.4792,39.0141,4593.6853,9,0.5934,0.1824,0.2242,0
271.4566,19.9122,1653.2096,4,0.8047,0.1749,0.0205,0
1736.3346,236.7755,186086.8537,67,0.9556,0.0444,0.0,1
279.5761,28.6678,17660.9624,15,0.8072,0.1928,0.0,0
162.1536,41.3111,799.7525,11,0.8114,0.0554,0.1332,0
221.5536,42.5086,13983.2317,1,0.5751,0.3408,0.0841,0
32.778,16.8408,1052.9964,18,0.8077,0.0733,0.119,0
257.6761,9.3343,31812.3643,1,0.8085,0.1915,0.0,0
45.3314,13.7542,32101.3981,2,0.8069,0.0655,0.1276,0
98.6905,31.8226,13885.5649,9,0.7687,0.2313,0.0,0
1701.8736,410.0826,415018.9354,90,0.9923,0.0077,0.0,1
1430.1227,393.6962,211933.7377,21,0.6305,0.2749,0.0946,1
233.9104,19.6199,3450.0043,4,0.7196,0.057,0.2234,0
258.0925,2.7733,20779.7631,3,0.5807,0.3027,0.1167,0
20.3944,43.7362,31268.0535,13,0.8956,0.1044,0.0,0
1517.3718,375.5584,189126.1576,46,0.9327,0.0673,0.0,1
178.909,42.0003,29059.3731,17,0.6435,0.3565,0.0,0
1011.8344,253.378,404387.9556,64,0.7175,0.0782,0.2043,1
1467.8707,397.2218,89003.4136,73,0.7507,0.2493,0.0,1
973.7442,233.4326,112467.5694,28,0.8805,0.0777,0.0419,1
1830.6461,345.4246,445476.3347,81,0.6772,0.2022,0.1206,1
108.5234,29.2379,31588.937,18,0.6996,0.1864,0.114,0
249.7611,35.7604,37497.6462,17,0.5038,0.3235,0.1726,0
47.4871,36.92,42597.4695,3,0.7339,0.1896,0.0765,0
19.198,13.2549,30892.0186,5,0.5241,0.293,0.1828,0
93.7349,20.4404,6853.4644,13,0.5505,0.083,0.3665,0
239.6357,27.0742,46684.8709,19,0.8648,0.1352,0.0,0
289.654,20.0372,41419.7436,12,0.7267,0.1144,0.1589,0
212.0447,49.3038,28572.0681,9,0.8736,0.0653,0.0611,0
253.7672,46.2713,1657.5062,17,0.5044,0.2001,0.2954,0
1928.2756,348.2461,84595.6244,32,0.6618,0.1523,0.1858,1
231.3243,14.8958,32175.7945,2,0.8156,0.1844,0.0,0
116.8558,39.321,37444.8242,5,0.661,0.0611,0.2779,0
1693.7524,274.2566,470190.1298,74,0.7789,0.1886,0.0325,1
702.6427,312.7485,387282.0097,50,0.7499,0.0299,0.2201,1
40.5306,25.058,46308.8574,3,0.6889,0.1048,0.2062,0
897.5082,372.0048,132837.3681,30,0.9777,0.0223,0.0,1
1058.5213,304.1739,361207.3937,15,0.8923,0.1077,0.0,1
1355.8511,458.506,407288.7035,72,0.8112,0.1116,0.0772,1
1440.8546,481.9828,376578.8974,81,0.9352,0.0648,0.0,1
995.4065,419.6756,171561.2032,70,0.7163,0.1152,0.1685,1
172.5893,31.058,32673.1534,9,0.6436,0.3564,0.0,0
55.0781,24.5381,5928.8226,1,0.7625,0.0903,0.1472,0
93.6124,11.2511,22050.8999,6,0.5097,0.2713,0.219,0
156.0535,17.8794,23153.3889,1,0.6295,0.0556,0.315,0
1878.8849,428.8558,110001.4708,38,0.6202,0.2106,0.1692,1
262.6924,11.3646,8476.5965,13,0.597,0.1831,0.2199,0
31.0515,30.5356,10986.8452,1,0.5995,0.2078,0.1927,0
122.5646,14.0018,16765.9145,4,0.776,0.224,0.0,0
115.6157,34.2825,17990.5209,5,0.614,0.2234,0.1626,0
168.6782,34.8589,34270.0304,3,0.6654,0.1738,0.1608,0
198.2395,26.2465,22409.4687,12,0.8654,0.1346,0.0,0
1971.3189,188.7783,470269.593,80,0.7809,0.1512,0.0679,1
198.2706,33.021,44893.6453,11,0.6008,0.1599,0.2394,0
10.6695,43.3035,18625.9477,15,0.5196,0.3851,0.0954,0
29.6098,12.9418,16387.8859,1,0.64,0.36,0.0,0
432.1287,491.7095,310940.1098,41,0.9227,0.0773,0.0,1
144.7571,8.099,30275.136,15,0.7096,0.1951,0.0953,0
816.3991,126.6115,381739.829,51,0.8531,0.1469,0.0,1
53.6952,25.5562,27678.4356,4,0.5255,0.0508,0.4237,0
158.4922,35.0753,8716.7695,16,0.8927,0.1073,0.0,0
229.9069,13.5341,46412.6504,6,0.6406,0.3594,0.0,0
90.273,14.67,39693.2445,7,0.7376,0.2624,0.0,0
170.1916,26.3233,17242.568,1,0.5869,0.0871,0.326,0
1750.3581,153.5982,221147.1976,45,0.8638,0.0181,0.1181,1
131.8361,17.0196,15423.2113,6,0.5355,0.1895,0.275,0
210.5111,46.7432,38224.8361,3,0.6199,0.2969,0.0832,0
1684.0657,450.1253,279752.9201,49,0.6359,0.125,0.2391,1
159.1359,8.2997,48685.784,13,0.6957,0.3043,0.0,0
1191.2426,246.8048,251981.6697,51,0.7077,0.086,0.2063,1
104.3494,11.9085,4094.229,8,0.6839,0.2474,0.0688,0
14.7798,25.7617,20710.6613,15,0.7731,0.2269,0.0,0
115.6649,27.2039,31717.2146,11,0.6879,0.3121,0.0,0
225.0682,25.0708,13675.0247,12,0.8557,0.1443,0.0,0
1007.5238,282.3256,339445.5104,29,0.9603,0.0397,0.0,1
1438.0123,483.4554,382775.9963,53,0.8882,0.0275,0.0843,1
106.9942,38.6668,6987.3206,13,0.7796,0.2045,0.0159,0
211.9329,46.6534,16805.7845,16,0.5422,0.1782,0.2796,0
227.9407,15.4529,27673.8007,15,0.6162,0.2135,0.1702,0
914.2692,139.1365,92863.9506,72,0.7219,0.0595,0.2186,1
1955.1258,334.2809,359326.6504,92,0.9339,0.0661,0.0,1
249.1526,14.6525,7534.7161,18,0.7162,0.2782,0.0056,0
266.1068,40.6332,3193.4447,9,0.6424,0.2474,0.1102,0
16.9746,25.0517,37297.4326,15,0.8684,0.1316,0.0,0
825.3008,389.022,173787.3415,79,0.8314,0.1401,0.0286,1
13.6352,40.9597,47624.7626,6,0.6498,0.1219,0.2283,0
215.8724,30.2478,16249.8279,10,0.7939,0.0864,0.1196,0
241.7412,33.3421,4990.4643,13,0.5486,0.2603,0.1911,0
183.3782,40.3095,20932.5513,4,0.5733,0.1008,0.3258,0
1365.6255,316.8779,279373.3398,48,0.7378,0.1744,0.0877,1
155.0196,44.2175,33822.5419,5,0.8716,0.1284,0.0,0
171.5108,34.5017,15498.2686,19,0.5264,0.2955,0.1781,0
274.8958,28.333,45686.6204,17,0.7303,0.2054,0.0643,0
1357.764,192.3047,182388.9652,83,0.6015,0.2789,0.1196,1
18.7636,30.7005,45370.1945,15,0.6769,0.1726,0.1505,0
80.333,24.4619,23292.3075,8,0.8097,0.079,0.1113,0
247.568,4.7086,15839.0525,1,0.8058,0.1699,0.0243,0
147.5807,22.1381,43924.6087,19,0.709,0.058,0.2329,0
16.5865,38.9088,26881.7291,8,0.8493,0.1507,0.0,0
63.2997,32.9844,45190.4992,9,0.8682,0.1318,0.0,0
122.2346,16.9796,9937.8141,12,0.5801,0.3745,0.0455,0
128.6506,47.5375,46463.5252,12,0.779,0.1795,0.0415,0
132.9479,25.0693,49001.8786,1,0.8431,0.1055,0.0514,0
14.1218,44.5394,12123.1173,9,0.7613,0.1103,0.1285,0
76.3072,39.5214,22144.3592,9,0.6922,0.2655,0.0423,0
661.1884,135.3829,203800.9147,19,0.8141,0.0557,0.1302,1
274.5197,5.9492,3648.5344,4,0.5013,0.3894,0.1092,0
500.8014,99.9454,261623.0565,27,0.9422,0.0578,0.0,1
27.0523,43.6772,37704.33,3,0.8401,0.1599,0.0,0
149.3624,24.5407,20586.327,8,0.8165,0.105,0.0785,0
258.2315,27.5603,48852.002,18,0.674,0.2821,0.0439,0
194.307,42.6149,16529.2435,16,0.7929,0.2071,0.0,0
876.7188,464.6775,363534.7396,39,0.6502,0.2501,0.0997,1
260.444,12.5267,15689.6711,16,0.7108,0.2372,0.052,0
108.7713,31.6304,24642.243,11,0.5031,0.2129,0.284,0
894.5806,151.9622,416491.0739,45,0.8315,0.1266,0.0419,1
1806.0629,384.1364,470886.2903,59,0.7593,0.0987,0.142,1
43.8441,10.8479,7173.5414,3,0.659,0.1335,0.2075,0
1279.5853,105.8897,134396.6888,35,0.9496,0.0504,0.0,1
271.8202,8.6183,23122.6481,15,0.6012,0.2592,0.1396,0
30.6153,15.7948,22846.0083,6,0.7851,0.0862,0.1287,0
162.8364,28.2984,17952.8113,6,0.8288,0.1703,0.001,0
270.1397,48.1668,47371.9283,16,0.7583,0.2417,0.0,0
236.5753,7.2629,32877.9568,3,0.7084,0.0534,0.2382,0
78.6896,37.409,2089.8398,16,0.7602,0.2093,0.0305,0
205.6957,13.8104,17814.3544,15,0.8652,0.1348,0.0,0
53.9825,3.6093,37631.4296,19,0.7923,0.1149,0.0927,0
1357.7664,361.5798,284726.1289,77,0.8516,0.1484,0.0,1
170.9072,21.3596,30132.2032,9,0.5368,0.2273,0.2359,0
785.9883,269.1579,339065.3919,19,0.9545,0.0455,0.0,1
299.2201,35.1848,10194.4837,5,0.6733,0.3095,0.0172,0
1031.0888,490.4374,245721.398,15,0.7127,0.1314,0.156,1
1928.074,191.571,95898.4153,36,0.7535,0.2465,0.0,1
39.5179,36.2257,3641.5115,19,0.8513,0.1487,0.0,0
1664.1767,198.1204,449568.0057,35,0.8633,0.1247,0.012,1
154.1563,5.282,13751.255,7,0.8454,0.0648,0.0898,0
200.2058,21.8643,7925.1179,1,0.7997,0.2003,0.0,0
289.4382,4.7714,48316.0468,18,0.5516,0.3628,0.0855,0
590.8118,179.5166,176647.1118,92,0.629,0.1102,0.2608,1
149.1604,48.6452,20309.8651,15,0.7982,0.2018,0.0,0
118.4373,43.8111,42962.4016,2,0.8203,0.1797,0.0,0
239.6726,10.8745,32610.983,5,0.573,0.3518,0.0752,0
10.7186,8.5167,31684.1092,16,0.8678,0.1322,0.0,0
115.6165,42.3704,9314.1927,15,0.7785,0.1767,0.0448,0
138.333,21.9246,10632.981,17,0.5419,0.3891,0.069,0
183.5733,43.146,28923.5222,5,0.5748,0.3814,0.0438,0
1218.4531,278.2265,223235.6853,48,0.971,0.029,0.0,1
89.3123,38.1467,27658.3005,7,0.6052,0.0533,0.3415,0
101.3148,24.6734,35623.0923,13,0.6365,0.1807,0.1828,0
257.6555,18.8785,5525.1997,16,0.8143,0.1857,0.0,0
144.5893,14.6936,2712.4949,9,0.7643,0.2357,0.0,0
12.0548,32.1133,43221.8795,8,0.6975,0.132,0.1706,0
206.583,43.3784,9994.1702,6,0.8247,0.1753,0.0,0
66.6334,49.3475,36182.9022,14,0.6875,0.3125,0.0,0
148.9287,15.6295,13984.9812,12,0.672,0.2335,0.0945,0
229.6313,22.2376,5664.1796,8,0.7415,0.2585,0.0,0
184.9011,34.5543,5192.5114,7,0.7461,0.2183,0.0356,0
123.175,4.4398,11936.3923,3,0.7802,0.1972,0.0226,0
259.5246,9.3646,15030.7161,3,0.5147,0.1678,0.3175,0
183.6689,38.7316,31534.3473,18,0.8094,0.1906,0.0,0
170.6859,33.6049,30507.5605,15,0.8332,0.1668,0.0,0
142.9291,49.6236,23716.7903,1,0.5179,0.2656,0.2166,0
85.9499,25.3985,29037.6797,10,0.6914,0.3086,0.0,0
174.412,15.951,33424.4382,19,0.54,0.1145,0.3455,0
212.455,5.4197,42315.9879,19,0.5916,0.3286,0.0797,0
232.3435,6.0361,26885.2087,12,0.7664,0.1287,0.1049,0
228.1754,36.187,43931.8768,18,0.6367,0.1731,0.1903,0
10.0912,10.5648,45382.4453,16,0.8015,0.1985,0.0,0
265.8046,2.2604,36325.585,1,0.6658,0.2441,0.0901,0
66.7384,15.9367,13490.315,5,0.8866,0.1134,0.0,0
50.8863,38.2472,46732.005,9,0.7559,0.2441,0.0,0
533.4144,261.6852,208136.3553,75,0.8538,0.0857,0.0605,1
1865.4231,175.229,285219.7466,16,0.916,0.084,0.0,1
290.5499,40.3548,29652.9881,11,0.7777,0.2223,0.0,0
1886.2754,306.9877,424872.5137,95,0.9149,0.0851,0.0,1
97.5131,36.0416,36196.664,17,0.898,0.102,0.0,0
82.9961,26.4027,28678.3195,4,0.7893,0.2107,0.0,0
268.9424,39.7123,33926.1727,13,0.6834,0.077,0.2396,0
1424.9065,298.4987,383230.1197,55,0.8922,0.1078,0.0,1
253.0143,28.832,37388.6137,10,0.6329,0.323,0.0441,0
1781.7582,462.9281,450704.1112,61,0.6601,0.2301,0.1098,1
1680.7164,375.7127,138048.4909,58,0.7609,0.1045,0.1346,1
946.1311,199.0154,485553.1774,18,0.7241,0.1278,0.1481,1
187.5132,2.7654,18949.2517,3,0.8311,0.1689,0.0,0
151.7984,23.9789,15533.9802,5,0.7076,0.2924,0.0,0
129.1696,45.0556,20441.8216,8,0.8598,0.1402,0.0,0
1769.4555,255.9161,265542.8018,74,0.7081,0.0985,0.1934,1
257.0417,32.8756,46503.5477,10,0.5959,0.0656,0.3384,0
184.0085,20.1494,20166.3611,8,0.8548,0.1165,0.0287,0
165.5815,49.6733,9501.1187,1,0.541,0.0716,0.3874,0
272.6612,48.4172,5764.6405,10,0.8226,0.1774,0.0,0
34.603,47.8501,26973.7483,13,0.7457,0.2353,0.019,0
220.5289,5.6688,46476.5501,16,0.5142,0.1547,0.331,0
28.3653,32.3328,23471.9093,8,0.6079,0.1692,0.2229,0
247.7271,6.3104,3926.4044,7,0.5129,0.3055,0.1816,0
74.8278,45.8389,8672.4341,8,0.8855,0.1145,0.0,0
160.903,33.4959,4737.9956,5,0.5466,0.0587,0.3947,0
239.7947,33.2393,21376.6829,11,0.5017,0.3337,0.1646,0
641.688,318.6541,257023.3646,25,0.9452,0.0548,0.0,1
264.4641,19.3,5724.4656,6,0.7488,0.2512,0.0,0
1136.7869,450.2348,140388.4277,25,0.6988,0.0428,0.2584,1
298.711,20.8268,31576.556,5,0.5337,0.3375,0.1288,0
1310.9102,286.8777,157684.7214,52,0.9029,0.06,0.0371,1
258.4536,33.1265,6176.1459,10,0.6076,0.1795,0.2129,0
71.2541,9.2487,36222.2177,11,0.772,0.228,0.0,0
264.9755,17.017,41525.416,10,0.7415,0.2119,0.0466,0
24.2315,35.6256,1560.8006,16,0.6793,0.3207,0.0,0
99.0883,33.2916,40287.4214,5,0.7149,0.2851,0.0,0
130.9453,45.5266,38272.2404,11,0.7175,0.2825,0.0,0
638.2575,94.203,299076.4533,45,0.959,0.041,0.0,1
216.1208,16.8037,45312.0324,14,0.851,0.149,0.0,0
197.4243,37.4156,34038.3834,1,0.6395,0.3605,0.0,0
190.2838,2.1236,46088.2685,1,0.5933,0.3237,0.083,0
806.1103,298.4296,122502.7159,91,0.7531,0.0536,0.1933,1
51.0628,39.5104,558.9281,18,0.7698,0.2302,0.0,0
17.7076,9.9549,43334.8059,2,0.8691,0.1309,0.0,0
67.9198,16.9483,21236.2576,17,0.8498,0.1502,0.0,0
24.6003,1.9741,27799.6642,5,0.7406,0.2429,0.0165,0
1500.9125,205.3418,374926.3422,84,0.7375,0.207,0.0555,1
70.6904,23.33,30922.0634,19,0.5986,0.3807,0.0207,0
1155.0825,174.6161,491158.9435,49,0.743,0.1601,0.0969,1
295.9868,2.3679,41713.7019,2,0.513,0.0704,0.4166,0
1547.679,271.6318,442443.1971,88,0.7908,0.2022,0.007,1
543.1945,226.7677,328843.084,81,0.7496,0.1796,0.0707,1
684.1389,104.8056,286313.4169,34,0.7317,0.0264,0.2419,1
102.5484,3.2738,29515.0416,1,0.6362,0.2289,0.1349,0
1337.2021,332.7305,106661.572,63,0.7563,0.1528,0.0909,1
183.821,33.3476,47311.6832,4,0.8383,0.0569,0.1048,0
853.4553,472.086,440056.4202,66,0.8065,0.0298,0.1637,1
171.4814,35.2645,45061.5071,2,0.8568,0.1432,0.0,0
17.6007,38.5838,40846.3694,4,0.7967,0.2033,0.0,0
124.0698,18.4392,30093.4003,16,0.7467,0.2533,0.0,0
1100.8072,228.0989,254282.632,82,0.7916,0.0442,0.1641,1
70.9253,36.1013,9600.8738,6,0.5121,0.2798,0.2081,0
159.0422,38.1222,49736.1396,12,0.879,0.121,0.0,0
171.6992,44.4211,47565.9102,1,0.8152,0.0857,0.0991,0
163.2265,37.9355,26183.612,18,0.5541,0.062,0.3839,0
1459.5015,143.9383,480498.2439,58,0.9458,0.0542,0.0,1
424.9349,454.773,154832.8073,47,0.8909,0.1091,0.0,1
686.8489,252.6263,260132.4648,57,0.8802,0.0349,0.0849,1
81.319,5.7806,26703.5266,8,0.7365,0.2489,0.0146,0
124.9444,47.0665,6066.0872,14,0.7035,0.0842,0.2123,0
245.4456,39.8602,37428.1843,5,0.5325,0.2539,0.2136,0
71.7158,9.7183,27965.3391,18,0.7681,0.2319,0.0,0
402.5481,121.056,456913.1659,99,0.878,0.0098,0.1122,1
54.5127,10.481,49741.007,19,0.5588,0.1671,0.2741,0
106.3141,31.4131,43591.5186,15,0.8212,0.1788,0.0,0
164.4004,40.6641,31590.379,14,0.6072,0.1817,0.2111,0
186.4409,3.0627,3463.4634,9,0.7043,0.1122,0.1835,0
48.035,6.2761,14212.3625,6,0.7058,0.2658,0.0284,0
10.8877,8.4701,28010.6055,18,0.7407,0.2593,0.0,0
60.2272,28.7861,14062.4529,5,0.7668,0.1506,0.0826,0
113.6372,43.3111,44993.5015,9,0.5011,0.2897,0.2092,0
779.4828,391.2436,311592.1779,97,0.7738,0.2119,0.0143,1
93.3739,11.3678,3062.2099,3,0.8822,0.1178,0.0,0
1207.4866,288.2737,234070.7558,46,0.9565,0.0435,0.0,1
241.4814,28.0213,753.0694,15,0.5905,0.3164,0.0932,0
893.7819,229.2018,114404.6952,83,0.7851,0.1655,0.0495,1
234.6638,35.455,42218.8157,2,0.7558,0.2442,0.0,0
184.3533,44.7025,25225.7164,1,0.6824,0.2965,0.0211,0
200.361,36.2996,47901.3846,1,0.7655,0.2345,0.0,0
78.6321,17.8472,24344.1561,3,0.8715,0.1285,0.0,0
63.4007,1.3294,29794.3848,13,0.5765,0.0849,0.3385,0
159.5618,15.0027,44008.2214,17,0.676,0.1904,0.1336,0
91.0376,47.9064,3454.9859,11,0.6097,0.1598,0.2305,0
1435.937,309.6156,163701.1066,70,0.6726,0.0483,0.2791,1
143.6232,20.9684,32239.6028,17,0.8492,0.1482,0.0026,0
257.3065,41.9747,13908.1402,13,0.7923,0.0582,0.1495,0
116.8313,5.2107,11936.1172,2,0.619,0.0522,0.3288,0
251.9826,21.0606,7467.1813,8,0.6748,0.1541,0.1711,0
214.4031,41.1683,33756.3563,6,0.8746,0.1254,0.0,0
227.3593,14.7727,47776.7363,10,0.5165,0.1131,0.3704,0
74.3667,4.026,36594.6333,16,0.5524,0.3967,0.051,0
98.3419,44.7821,19302.3711,16,0.5669,0.3723,0.0608,0
193.5461,7.1673,19395.8507,15,0.7628,0.0766,0.1606,0
81.8735,6.864,14747.6158,6,0.5921,0.3902,0.0177,0
219.319,41.6288,21973.232,13,0.6824,0.1005,0.2171,0
66.6201,1.7632,40698.9027,19,0.7826,0.1348,0.0826,0
78.055,47.1611,47232.0065,15,0.863,0.0686,0.0684,0
119.6167,44.4396,43446.1478,12,0.8869,0.1131,0.0,0
144.6765,26.405,32303.1335,10,0.6905,0.263,0.0465,0
46.517,48.5409,44034.447,4,0.6397,0.3603,0.0,0
201.1272,41.2087,8280.6594,18,0.5365,0.3994,0.064,0
104.5872,40.9572,38923.1593,12,0.8943,0.1057,0.0,0
131.3004,26.3121,32000.6809,17,0.6228,0.1715,0.2057,0
26.6143,25.9482,43162.3941,12,0.878,0.122,0.0,0
839.512,492.708,321024.1428,19,0.8809,0.1191,0.0,1
120.7565,26.2944,14466.9067,19,0.5528,0.1269,0.3203,0
43.8152,7.6866,26447.2164,14,0.8306,0.1694,0.0,0
81.3345,14.7696,4098.3277,6,0.5859,0.2833,0.1309,0
583.1271,170.8275,370497.322,84,0.9332,0.0668,0.0,1
189.4273,37.0968,49443.1011,13,0.5905,0.3921,0.0174,0
1489.937,202.2557,271690.4259,64,0.8323,0.1677,0.0,1
214.5196,41.7234,27034.4724,3,0.6274,0.3726,0.0,0
595.7649,340.5901,326049.4488,44,0.7137,0.2844,0.0019,1
851.7509,152.2588,291928.733,57,0.9985,0.0015,0.0,1
754.9624,473.491,477206.0445,81,0.6348,0.2619,0.1033,1
228.1811,19.1668,18344.2199,18,0.887,0.113,0.0,0
193.2224,30.0665,40923.7626,16,0.6138,0.2041,0.1821,0
295.5612,26.1149,49395.7973,18,0.6959,0.1413,0.1628,0
56.9421,5.4946,8524.0983,10,0.6972,0.2006,0.1022,0
261.22,26.9732,37613.893,7,0.5154,0.0616,0.423,0
229.1065,48.9168,8284.0663,7,0.5414,0.2534,0.2051,0
11.6238,32.6045,44021.598,12,0.5639,0.2058,0.2303,0
80.4659,5.1426,24510.1547,7,0.8811,0.1189,0.0,0
31.3718,6.4092,6611.4443,12,0.7923,0.2077,0.0,0
437.2545,350.8637,122526.5377,86,0.8424,0.1076,0.0501,1
37.5155,27.5064,12396.8322,18,0.7109,0.0855,0.2036,0
870.7266,369.4457,257778.5467,71,0.706,0.0327,0.2613,1
191.5316,12.9955,40559.1182,15,0.8666,0.1334,0.0,0
62.0527,41.9701,8747.3297,1,0.649,0.351,0.0,0
48.4384,26.0355,23367.7679,2,0.651,0.2959,0.0531,0
99.5371,33.096,48793.098,3,0.7059,0.0632,0.231,0
226.4383,47.5661,37252.6106,3,0.6356,0.2422,0.1222,0
1563.0422,379.2258,250365.3228,25,0.8083,0.1917,0.0,1
136.1781,2.1063,2535.1578,1,0.8841,0.1159,0.0,0
68.5168,4.9989,3955.8403,11,0.6625,0.2765,0.0611,0
141.0173,27.6966,24073.4514,15,0.7612,0.2229,0.0159,0
87.2744,2.7375,22143.1434,8,0.664,0.2787,0.0574,0
143.6701,1.4936,19172.6739,17,0.7775,0.2225,0.0,0
110.0111,49.4876,6445.8365,11,0.6296,0.3704,0.0,0
184.2489,27.8911,13464.8713,6,0.5795,0.1676,0.2529,0
68.8386,47.1855,44533.0743,19,0.8975,0.1025,0.0,0
